study: 1from: 4000 successful	time increment: 0.4288954734802246	 total time: 0.4288954734802246
study: 350from: 4000 successful	time increment: 0.20178556442260742	 total time: 79.99200654029846
study: 351from: 4000 successful	time increment: 0.247971773147583	 total time: 80.23997831344604
study: 352from: 4000 successful	time increment: 0.1856844425201416	 total time: 80.42566275596619
study: 353from: 4000 successful	time increment: 0.23884916305541992	 total time: 80.6645119190216
study: 354from: 4000 successful	time increment: 0.3225667476654053	 total time: 80.98707866668701
study: 355from: 4000 successful	time increment: 0.2758646011352539	 total time: 81.26294326782227
study: 356from: 4000 successful	time increment: 0.268496036529541	 total time: 81.5314393043518
study: 357from: 4000 successful	time increment: 0.2801353931427002	 total time: 81.8115746974945
study: 358from: 4000 successful	time increment: 0.27129149436950684	 total time: 82.08286619186401
study: 359from: 4000 successful	time increment: 0.20341849327087402	 total time: 82.28628468513489
study: 360from: 4000 successful	time increment: 0.26845383644104004	 total time: 82.55473852157593
study: 361from: 4000 successful	time increment: 0.27259254455566406	 total time: 82.82733106613159
study: 362from: 4000 successful	time increment: 0.20325565338134766	 total time: 83.03058671951294
study: 363from: 4000 successful	time increment: 0.2608203887939453	 total time: 83.29140710830688
study: 364from: 4000 successful	time increment: 0.25483155250549316	 total time: 83.54623866081238
study: 365from: 4000 successful	time increment: 0.34515857696533203	 total time: 83.89139723777771
study: 366from: 4000 successful	time increment: 0.21289515495300293	 total time: 84.10429239273071
study: 367from: 4000 successful	time increment: 0.3363780975341797	 total time: 84.44067049026489
study: 368from: 4000 successful	time increment: 0.26277875900268555	 total time: 84.70344924926758
study: 369from: 4000 successful	time increment: 0.2700843811035156	 total time: 84.9735336303711
study: 370from: 4000 successful	time increment: 0.2771458625793457	 total time: 85.25067949295044
study: 371from: 4000 successful	time increment: 0.28873586654663086	 total time: 85.53941535949707
study: 372from: 4000 successful	time increment: 0.14102959632873535	 total time: 85.6804449558258
study: 373from: 4000 successful	time increment: 0.43781542778015137	 total time: 86.11826038360596
study: 374from: 4000 successful	time increment: 0.20308852195739746	 total time: 86.32134890556335
study: 375from: 4000 successful	time increment: 0.2653074264526367	 total time: 86.58665633201599
study: 376from: 4000 successful	time increment: 0.20709896087646484	 total time: 86.79375529289246
study: 377from: 4000 successful	time increment: 0.3008100986480713	 total time: 87.09456539154053
study: 378from: 4000 successful	time increment: 0.18427562713623047	 total time: 87.27884101867676
study: 379from: 4000 successful	time increment: 0.36611461639404297	 total time: 87.6449556350708
study: 380from: 4000 successful	time increment: 0.3607795238494873	 total time: 88.00573515892029
study: 381from: 4000 successful	time increment: 0.20956039428710938	 total time: 88.2152955532074
study: 382from: 4000 successful	time increment: 0.20576262474060059	 total time: 88.421058177948
study: 383from: 4000 successful	time increment: 0.21135258674621582	 total time: 88.63241076469421
study: 384from: 4000 successful	time increment: 0.25511980056762695	 total time: 88.88753056526184
study: 385from: 4000 successful	time increment: 0.17047381401062012	 total time: 89.05800437927246
study: 386from: 4000 successful	time increment: 0.22721147537231445	 total time: 89.28521585464478
study: 387from: 4000 successful	time increment: 0.2711300849914551	 total time: 89.55634593963623
study: 388from: 4000 successful	time increment: 0.19212651252746582	 total time: 89.7484724521637
study: 389from: 4000 successful	time increment: 0.2833864688873291	 total time: 90.03185892105103
study: 390from: 4000 successful	time increment: 0.20915579795837402	 total time: 90.2410147190094
study: 391from: 4000 successful	time increment: 0.26957178115844727	 total time: 90.51058650016785
study: 392from: 4000 successful	time increment: 0.17533564567565918	 total time: 90.6859221458435
study: 393from: 4000 successful	time increment: 0.14175152778625488	 total time: 90.82767367362976
study: 394from: 4000 successful	time increment: 0.18800616264343262	 total time: 91.0156798362732
study: 395from: 4000 successful	time increment: 0.21419882774353027	 total time: 91.22987866401672
study: 396from: 4000 successful	time increment: 0.34812331199645996	 total time: 91.57800197601318
study: 397from: 4000 successful	time increment: 0.17219233512878418	 total time: 91.75019431114197
study: 398from: 4000 successful	time increment: 0.19387507438659668	 total time: 91.94406938552856
study: 399from: 4000 successful	time increment: 0.13567447662353516	 total time: 92.0797438621521
study: 400from: 4000 successful	time increment: 0.4138507843017578	 total time: 92.49359464645386
study: 401from: 4000 successful	time increment: 0.24692583084106445	 total time: 92.74052047729492
study: 402from: 4000 successful	time increment: 0.2174549102783203	 total time: 92.95797538757324
study: 403from: 4000 successful	time increment: 0.1137549877166748	 total time: 93.07173037528992
study: 404from: 4000 successful	time increment: 0.24412107467651367	 total time: 93.31585144996643
study: 405from: 4000 successful	time increment: 0.2686500549316406	 total time: 93.58450150489807
study: 406from: 4000 successful	time increment: 0.2084205150604248	 total time: 93.7929220199585
study: 407from: 4000 successful	time increment: 0.28245997428894043	 total time: 94.07538199424744
study: 408from: 4000 successful	time increment: 0.2418520450592041	 total time: 94.31723403930664
study: 409from: 4000 successful	time increment: 0.2559661865234375	 total time: 94.57320022583008
study: 410from: 4000 successful	time increment: 0.24212145805358887	 total time: 94.81532168388367
study: 411from: 4000 successful	time increment: 0.15371012687683105	 total time: 94.9690318107605
study: 412from: 4000 successful	time increment: 0.22600412368774414	 total time: 95.19503593444824
study: 413from: 4000 successful	time increment: 0.1548595428466797	 total time: 95.34989547729492
study: 414from: 4000 successful	time increment: 0.15887880325317383	 total time: 95.5087742805481
study: 415from: 4000 successful	time increment: 0.2002272605895996	 total time: 95.7090015411377
study: 416from: 4000 successful	time increment: 0.14265918731689453	 total time: 95.85166072845459
study: 417from: 4000 successful	time increment: 0.30015110969543457	 total time: 96.15181183815002
study: 418from: 4000 successful	time increment: 0.2901487350463867	 total time: 96.44196057319641
study: 419from: 4000 successful	time increment: 0.29047513008117676	 total time: 96.73243570327759
study: 420from: 4000 successful	time increment: 0.19948577880859375	 total time: 96.93192148208618
study: 421from: 4000 successful	time increment: 0.2778308391571045	 total time: 97.20975232124329
study: 422from: 4000 successful	time increment: 0.23476481437683105	 total time: 97.44451713562012
study: 423from: 4000 successful	time increment: 0.16126418113708496	 total time: 97.6057813167572
study: 424from: 4000 successful	time increment: 0.1751575469970703	 total time: 97.78093886375427
study: 425from: 4000 successful	time increment: 0.3177981376647949	 total time: 98.09873700141907
study: 426from: 4000 successful	time increment: 0.28571248054504395	 total time: 98.38444948196411
study: 427from: 4000 successful	time increment: 0.373873233795166	 total time: 98.75832271575928
study: 428from: 4000 successful	time increment: 0.21602916717529297	 total time: 98.97435188293457
study: 429from: 4000 successful	time increment: 0.251523494720459	 total time: 99.22587537765503
study: 430from: 4000 successful	time increment: 0.2555277347564697	 total time: 99.4814031124115
study: 431from: 4000 successful	time increment: 0.294694185256958	 total time: 99.77609729766846
study: 432from: 4000 successful	time increment: 0.21342706680297852	 total time: 99.98952436447144
study: 433from: 4000 successful	time increment: 0.45154690742492676	 total time: 100.44107127189636
study: 434from: 4000 successful	time increment: 0.31290435791015625	 total time: 100.75397562980652
study: 435from: 4000 successful	time increment: 0.2747313976287842	 total time: 101.0287070274353
study: 436from: 4000 successful	time increment: 0.1250927448272705	 total time: 101.15379977226257
study: 437from: 4000 successful	time increment: 0.20192599296569824	 total time: 101.35572576522827
study: 438from: 4000 successful	time increment: 0.2531418800354004	 total time: 101.60886764526367
study: 439from: 4000 successful	time increment: 0.15567827224731445	 total time: 101.76454591751099
study: 440from: 4000 successful	time increment: 0.3697078227996826	 total time: 102.13425374031067
study: 441from: 4000 successful	time increment: 0.2167353630065918	 total time: 102.35098910331726
study: 442from: 4000 successful	time increment: 0.23292207717895508	 total time: 102.58391118049622
study: 443from: 4000 successful	time increment: 0.24094653129577637	 total time: 102.82485771179199
study: 444from: 4000 successful	time increment: 0.26021766662597656	 total time: 103.08507537841797
study: 445from: 4000 successful	time increment: 0.3179810047149658	 total time: 103.40305638313293
study: 446from: 4000 successful	time increment: 0.2648913860321045	 total time: 103.66794776916504
study: 447from: 4000 successful	time increment: 0.2065420150756836	 total time: 103.87448978424072
study: 448from: 4000 successful	time increment: 0.20255661010742188	 total time: 104.07704639434814
study: 449from: 4000 successful	time increment: 0.24802660942077637	 total time: 104.32507300376892
study: 450from: 4000 successful	time increment: 0.29277729988098145	 total time: 104.6178503036499
study: 451from: 4000 successful	time increment: 0.10553169250488281	 total time: 104.72338199615479
study: 452from: 4000 successful	time increment: 0.1863553524017334	 total time: 104.90973734855652
study: 453from: 4000 successful	time increment: 0.19909405708312988	 total time: 105.10883140563965
study: 454from: 4000 successful	time increment: 0.1839122772216797	 total time: 105.29274368286133
study: 455from: 4000 successful	time increment: 0.1791064739227295	 total time: 105.47185015678406
study: 456from: 4000 successful	time increment: 0.21026110649108887	 total time: 105.68211126327515
study: 457from: 4000 successful	time increment: 0.18888092041015625	 total time: 105.8709921836853
