study: 1from: 4000 successful	time increment: 0.515716552734375	 total time: 0.515716552734375
study: 350from: 4000 successful	time increment: 0.1696786880493164	 total time: 81.12348818778992
study: 351from: 4000 successful	time increment: 0.2553291320800781	 total time: 81.37881731987
study: 352from: 4000 successful	time increment: 0.22051286697387695	 total time: 81.59933018684387
study: 353from: 4000 successful	time increment: 0.18551301956176758	 total time: 81.78484320640564
study: 354from: 4000 successful	time increment: 0.2507514953613281	 total time: 82.03559470176697
study: 355from: 4000 successful	time increment: 0.28768038749694824	 total time: 82.32327508926392
study: 356from: 4000 successful	time increment: 0.16649508476257324	 total time: 82.48977017402649
study: 357from: 4000 successful	time increment: 0.24110102653503418	 total time: 82.73087120056152
study: 358from: 4000 successful	time increment: 0.14667963981628418	 total time: 82.87755084037781
study: 359from: 4000 successful	time increment: 0.2078533172607422	 total time: 83.08540415763855
study: 360from: 4000 successful	time increment: 0.2492070198059082	 total time: 83.33461117744446
study: 361from: 4000 successful	time increment: 0.27185940742492676	 total time: 83.60647058486938
study: 362from: 4000 successful	time increment: 0.21891427040100098	 total time: 83.82538485527039
study: 363from: 4000 successful	time increment: 0.3649766445159912	 total time: 84.19036149978638
study: 364from: 4000 successful	time increment: 0.2673306465148926	 total time: 84.45769214630127
study: 365from: 4000 successful	time increment: 0.2973666191101074	 total time: 84.75505876541138
study: 366from: 4000 successful	time increment: 0.4073030948638916	 total time: 85.16236186027527
study: 367from: 4000 successful	time increment: 0.20320415496826172	 total time: 85.36556601524353
study: 368from: 4000 successful	time increment: 0.33893704414367676	 total time: 85.7045030593872
study: 369from: 4000 successful	time increment: 0.2774534225463867	 total time: 85.9819564819336
study: 370from: 4000 successful	time increment: 0.30339646339416504	 total time: 86.28535294532776
study: 371from: 4000 successful	time increment: 0.20297670364379883	 total time: 86.48832964897156
study: 372from: 4000 successful	time increment: 0.1299128532409668	 total time: 86.61824250221252
study: 373from: 4000 successful	time increment: 0.2515218257904053	 total time: 86.86976432800293
study: 374from: 4000 successful	time increment: 0.20697593688964844	 total time: 87.07674026489258
study: 375from: 4000 successful	time increment: 0.28339123725891113	 total time: 87.36013150215149
study: 376from: 4000 successful	time increment: 0.18774628639221191	 total time: 87.5478777885437
study: 377from: 4000 successful	time increment: 0.17049241065979004	 total time: 87.71837019920349
study: 378from: 4000 successful	time increment: 0.2930881977081299	 total time: 88.01145839691162
study: 379from: 4000 successful	time increment: 0.2687041759490967	 total time: 88.28016257286072
study: 380from: 4000 successful	time increment: 0.2457890510559082	 total time: 88.52595162391663
study: 381from: 4000 successful	time increment: 0.21706318855285645	 total time: 88.74301481246948
study: 382from: 4000 successful	time increment: 0.274493932723999	 total time: 89.01750874519348
study: 383from: 4000 successful	time increment: 0.22415971755981445	 total time: 89.2416684627533
study: 384from: 4000 successful	time increment: 0.1795508861541748	 total time: 89.42121934890747
study: 385from: 4000 successful	time increment: 0.19686150550842285	 total time: 89.6180808544159
study: 386from: 4000 successful	time increment: 0.2028026580810547	 total time: 89.82088351249695
study: 387from: 4000 successful	time increment: 0.2258129119873047	 total time: 90.04669642448425
study: 388from: 4000 successful	time increment: 0.23052215576171875	 total time: 90.27721858024597
study: 389from: 4000 successful	time increment: 0.16659069061279297	 total time: 90.44380927085876
study: 390from: 4000 successful	time increment: 0.2056121826171875	 total time: 90.64942145347595
study: 391from: 4000 successful	time increment: 0.27591633796691895	 total time: 90.92533779144287
study: 392from: 4000 successful	time increment: 0.24925684928894043	 total time: 91.17459464073181
study: 393from: 4000 successful	time increment: 0.1983635425567627	 total time: 91.37295818328857
study: 394from: 4000 successful	time increment: 0.24658703804016113	 total time: 91.61954522132874
study: 395from: 4000 successful	time increment: 0.18362855911254883	 total time: 91.80317378044128
study: 396from: 4000 successful	time increment: 0.1210780143737793	 total time: 91.92425179481506
study: 397from: 4000 successful	time increment: 0.4704735279083252	 total time: 92.39472532272339
study: 398from: 4000 successful	time increment: 0.19040727615356445	 total time: 92.58513259887695
study: 399from: 4000 successful	time increment: 0.25951695442199707	 total time: 92.84464955329895
study: 400from: 4000 successful	time increment: 0.10639595985412598	 total time: 92.95104551315308
study: 401from: 4000 successful	time increment: 0.36144375801086426	 total time: 93.31248927116394
study: 402from: 4000 successful	time increment: 0.1714468002319336	 total time: 93.48393607139587
study: 403from: 4000 successful	time increment: 0.23871254920959473	 total time: 93.72264862060547
study: 404from: 4000 successful	time increment: 0.18244647979736328	 total time: 93.90509510040283
study: 405from: 4000 successful	time increment: 0.37294435501098633	 total time: 94.27803945541382
study: 406from: 4000 successful	time increment: 0.18155431747436523	 total time: 94.45959377288818
study: 407from: 4000 successful	time increment: 0.20404601097106934	 total time: 94.66363978385925
study: 408from: 4000 successful	time increment: 0.14000535011291504	 total time: 94.80364513397217
study: 409from: 4000 successful	time increment: 0.17618703842163086	 total time: 94.9798321723938
study: 410from: 4000 successful	time increment: 0.19147276878356934	 total time: 95.17130494117737
study: 411from: 4000 successful	time increment: 0.2045907974243164	 total time: 95.37589573860168
study: 412from: 4000 successful	time increment: 0.17270135879516602	 total time: 95.54859709739685
study: 413from: 4000 successful	time increment: 0.1924426555633545	 total time: 95.7410397529602
study: 414from: 4000 successful	time increment: 0.3698608875274658	 total time: 96.11090064048767
study: 415from: 4000 successful	time increment: 0.2733306884765625	 total time: 96.38423132896423
study: 416from: 4000 successful	time increment: 0.2778000831604004	 total time: 96.66203141212463
study: 417from: 4000 successful	time increment: 0.11876511573791504	 total time: 96.78079652786255
study: 418from: 4000 successful	time increment: 0.20383262634277344	 total time: 96.98462915420532
study: 419from: 4000 successful	time increment: 0.23186421394348145	 total time: 97.2164933681488
study: 420from: 4000 successful	time increment: 0.21999692916870117	 total time: 97.4364902973175
study: 421from: 4000 successful	time increment: 0.24033188819885254	 total time: 97.67682218551636
study: 422from: 4000 successful	time increment: 0.30657052993774414	 total time: 97.9833927154541
study: 423from: 4000 successful	time increment: 0.25417637825012207	 total time: 98.23756909370422
study: 424from: 4000 successful	time increment: 0.3689119815826416	 total time: 98.60648107528687
study: 425from: 4000 successful	time increment: 0.15384984016418457	 total time: 98.76033091545105
study: 426from: 4000 successful	time increment: 0.17481064796447754	 total time: 98.93514156341553
study: 427from: 4000 successful	time increment: 0.3285853862762451	 total time: 99.26372694969177
study: 428from: 4000 successful	time increment: 0.2187964916229248	 total time: 99.4825234413147
study: 429from: 4000 successful	time increment: 0.3225674629211426	 total time: 99.80509090423584
study: 430from: 4000 successful	time increment: 0.27137184143066406	 total time: 100.0764627456665
study: 431from: 4000 successful	time increment: 0.2528069019317627	 total time: 100.32926964759827
study: 432from: 4000 successful	time increment: 0.15682101249694824	 total time: 100.48609066009521
study: 433from: 4000 successful	time increment: 0.25156569480895996	 total time: 100.73765635490417
study: 434from: 4000 successful	time increment: 0.1784367561340332	 total time: 100.91609311103821
study: 435from: 4000 successful	time increment: 0.11813163757324219	 total time: 101.03422474861145
study: 436from: 4000 successful	time increment: 0.14706945419311523	 total time: 101.18129420280457
study: 437from: 4000 successful	time increment: 0.16916346549987793	 total time: 101.35045766830444
study: 438from: 4000 successful	time increment: 0.2651553153991699	 total time: 101.61561298370361
study: 439from: 4000 successful	time increment: 0.232588529586792	 total time: 101.8482015132904
study: 440from: 4000 successful	time increment: 0.19133853912353516	 total time: 102.03954005241394
study: 441from: 4000 successful	time increment: 0.15170669555664062	 total time: 102.19124674797058
study: 442from: 4000 successful	time increment: 0.18763375282287598	 total time: 102.37888050079346
study: 443from: 4000 successful	time increment: 0.20256447792053223	 total time: 102.58144497871399
study: 444from: 4000 successful	time increment: 0.2835373878479004	 total time: 102.86498236656189
study: 445from: 4000 successful	time increment: 0.17290496826171875	 total time: 103.03788733482361
study: 446from: 4000 successful	time increment: 0.18960237503051758	 total time: 103.22748970985413
study: 447from: 4000 successful	time increment: 0.23512649536132812	 total time: 103.46261620521545
study: 448from: 4000 successful	time increment: 0.199965238571167	 total time: 103.66258144378662
study: 449from: 4000 successful	time increment: 0.1955275535583496	 total time: 103.85810899734497
study: 450from: 4000 successful	time increment: 0.10865569114685059	 total time: 103.96676468849182
study: 451from: 4000 successful	time increment: 0.26866888999938965	 total time: 104.23543357849121
study: 452from: 4000 successful	time increment: 0.1836225986480713	 total time: 104.41905617713928
study: 453from: 4000 successful	time increment: 0.26913976669311523	 total time: 104.6881959438324
study: 454from: 4000 successful	time increment: 0.21716880798339844	 total time: 104.9053647518158
study: 455from: 4000 successful	time increment: 0.14557242393493652	 total time: 105.05093717575073
study: 456from: 4000 successful	time increment: 0.06686162948608398	 total time: 105.11779880523682
study: 457from: 4000 successful	time increment: 0.18774986267089844	 total time: 105.30554866790771
